formula_pretty,avg_atomic_number,avg_electronegativity,valence_electron_count,fraction_transition_metals,nelements,density,volume,nsites,crystal_system,spacegroup_number,point_group,formation_energy_per_atom,energy_above_hull,band_gap
Y(Ni2B)6,21.31578947,1.914736842,10.57894737,0.684210526,3,7.555883179,377.1620959,38,Orthorhombic,36,mm2,-0.392207353,0,0
MgV(SbO3)4,18.61111111,2.912222222,14.38888889,0.055555556,4,5.459301519,229.4268306,18,Triclinic,1,1,-1.912755689,0.250758657,0
Sr4Li(RuO4)3,19.15,2.633,11.25,0.15,4,5.69842734,248.4571697,20,Triclinic,2,-1,-2.25472546,0.025668275,0
TiFe4,25.2,1.772,7.2,1,2,7.493256496,60.10954522,5,Tetragonal,139,4/mmm,0.125867913,0.295899056,0
SrSmEuNbO6,25.2,2.556,10.9,0.1,5,6.302004194,610.0901631,40,Orthorhombic,16,222,-3.368833067,0.06070424,0.2381
BaNa2Sn,32,1.1775,4.5,0,3,4.073814196,123.1058259,4,Cubic,225,m-3m,-0.281572532,0.069749401,0
U(CuAs)2,43.2,1.908,11,0.4,3,9.129977666,93.66047255,5,Trigonal,164,-3m,-0.364387871,0.026666958,0
SmFe12N,27.21428571,1.869285714,8.142857143,0.857142857,3,7.85528178,176.4075453,14,Tetragonal,139,4/mmm,-0.105769554,0.130823138,0
Nd2FeSi2Ru,36.33333333,1.685,8.333333333,0.333333333,4,6.904090218,120.6352399,6,Tetragonal,115,-42m,-0.633938661,0.018889948,0
CeSe2,42,2.073333333,11.66666667,0,2,3.884983427,254.7760785,6,Tetragonal,122,-42m,-1.409579333,0.529548796,0.4827
HfMg,42,1.305,3,0.5,2,7.406345901,90.93526674,4,Hexagonal,186,6mm,0.309546285,0.309546285,0
B4MoRu2,21.42857143,2.102857143,10.57142857,0.428571429,3,7.270011363,77.96161629,7,Triclinic,1,1,-0.004893998,0.396593146,0
Mg2CrFe3S8,18.14285714,2.172142857,11.57142857,0.285714286,4,3.527237864,246.9978739,14,Trigonal,166,-3m,-0.921365282,0.169641358,0
Fe2Co(PO4)3,12.22222222,2.966111111,14.55555556,0.166666667,4,3.441342297,439.6176759,36,Trigonal,167,-3m,-2.198540516,0.076080839,0.0504
La9Ni5S21,28.25714286,2.103714286,11.8,0.4,3,4.784560577,1538.85979,70,Trigonal,146,3,-1.644946688,0.194982474,0
Er8In3Co,59.83333333,1.428333333,6,0.083333333,3,9.111540491,634.7468969,24,Hexagonal,186,6mm,-0.346406231,0,0.0021
Tb(InCu)6,41,1.783076923,11.30769231,0.461538462,3,8.72662067,233.880235,13,Orthorhombic,71,mmm,-0.185415501,0.004748478,0
Li7Ti5Mn12O32,12.26785714,2.557857143,11.125,0.303571429,4,3.920779255,617.9871222,56,Triclinic,1,1,-2.457616077,0.034632894,0
U12Ir4Se31,52.46808511,2.221489362,12.08510638,0.085106383,3,7.848887413,1284.820583,47,Tetragonal,139,4/mmm,-1.222427667,0.036878381,0
Zr5Sb3Se,43,1.705555556,9,0.555555556,3,7.700587436,388.3036109,18,Hexagonal,193,6/mmm,-0.953714823,0.006680585,0
NdSmFe17,29.68421053,1.758947368,7.473684211,0.894736842,3,7.839104593,263.5066003,19,Trigonal,160,3m,0.033200073,0.033200073,0
Li5Mn5O12,10.72727273,2.451363636,10.54545455,0.227272727,3,3.593980564,231.6580149,22,Triclinic,2,-1,-2.044698977,0.063780959,0.5106
Sr10Fe4Co(MoO6)5,19.22,2.654,11.42,0.2,5,5.511566948,638.1752966,50,Triclinic,2,-1,-2.512302681,0.016231559,0.228
Co5P4(HO2)10,9.358974359,2.793846154,11.15384615,0.128205128,4,3.390476911,733.3049453,78,Monoclinic,15,2/m,-1.836603335,0.013272933,0.5784
Mn4SnN4,19.77777778,2.257777778,11.33333333,0.444444444,3,6.796640953,192.7612087,18,Triclinic,2,-1,-0.025597998,0.264724299,0
KCr3S5,19,2.077777778,11,0.333333333,3,3.394359201,347.7385931,18,Monoclinic,12,2/m,-1.114639894,0,0.4926
Fe3Si,23,1.8475,9.5,0.75,2,7.335734032,44.28125134,4,Tetragonal,123,4/mmm,-0.206461272,0.097607398,0
GdCuSi,35.66666667,1.666666667,9.333333333,0.333333333,3,7.230346899,114.3174621,6,Hexagonal,194,6/mmm,-0.632381538,0,0
GdAu,71.5,1.87,7,0.5,2,12.44649364,47.25752229,2,Cubic,221,m-3m,-0.843428855,0,0
Tb2CdPd2,54,1.658,7.6,0.6,3,9.715021997,219.8441747,10,Tetragonal,127,4/mmm,-0.788492539,0,0
Ta3AlC2,40.66666667,1.868333333,9.333333333,0.5,3,12.42008596,158.792048,12,Hexagonal,194,6/mmm,-0.634631386,0,0
LiN,5,2.01,8,0,2,1.360866596,25.56053202,2,Cubic,216,-43m,0.991630267,1.335791741,0
HoSb2,56.33333333,1.776666667,11,0,2,7.958214405,85.22611714,3,Orthorhombic,21,222,-0.358926399,0.536072589,0
Te4As2S5(OF6)2,19.12,3.212,16.4,0,5,3.332516384,2153.678113,100,Monoclinic,14,2/m,-1.594159398,0.169703414,0
TmAgTe2,55,1.845,11.5,0.25,3,7.625468962,231.700054,8,Tetragonal,113,-42m,-1.055861889,0.001373078,0.8483
BaMg14Nb,16.5625,1.301875,2.1875,0.0625,3,2.447282201,387.1000859,16,Hexagonal,187,-6m2,0.19021182,0.207786708,0
NaSrNdMnO6,18.2,2.521,10.9,0.1,5,4.573062166,147.3463157,10,Cubic,216,-43m,-2.285210522,0.193350719,0
Zn12SiNi4,28.58823529,1.725882353,11.64705882,0.941176471,3,0.425022115,8187.141994,34,Cubic,227,m-3m,1.435735601,1.66505658,0.2219
LaInPt4,69.66666667,2,9.333333333,0.833333333,3,15.03030556,114.2422647,6,Cubic,216,-43m,-0.915065557,0,0
Ba4InBiO6,33.66666667,2.333333333,11,0,4,5.875690253,273.8798319,12,Tetragonal,123,4/mmm,-2.172164794,0.280240134,0
Ba3Fe2TeO5,28.36363636,2.33,10.72727273,0.181818182,4,5.922881024,205.0183141,11,Tetragonal,123,4/mmm,-2.208744559,0.036803932,0
Mg2Si,12.66666667,1.506666667,6,0,2,2.063830391,123.4169964,6,Cubic,227,m-3m,0.474014632,0.582613395,0
Na2AgRuF6,16.7,2.987,12.3,0.2,4,3.711240235,165.0624506,10,Cubic,225,m-3m,-2.11514835,0.122365512,0
Ba3Ce2C5O15F2,16.74074074,2.86,13.18518519,0,5,4.60001383,743.8140786,54,Monoclinic,12,2/m,-2.842835796,0.000305043,0.3173
Cs3W2Cl9,33.28571429,2.537857143,12,0.142857143,3,4.004965372,900.1181011,28,Hexagonal,194,6/mmm,-1.691383276,0.056373809,0.2652
YAs,36,1.7,9,0.5,2,5.895551759,46.14358283,2,Cubic,221,m-3m,-1.334102181,0.484015365,0
NaTl2Ag,55,1.525,9.5,0.25,3,0.632522846,1416.656621,4,Orthorhombic,71,mmm,0.908565636,0.998726901,0.0926
BaEuCrBiO6,27.4,2.641,12.2,0.1,5,7.496689755,143.149375,10,Cubic,216,-43m,-2.343974283,0.237901224,0
Ca2IrPtO6,24.3,2.712,11.9,0.2,4,7.928693429,118.0063766,10,Monoclinic,12,2/m,-2.046993367,0.005005879,0
Mg3Re,27.75,1.4575,3.25,0.25,2,5.909503053,145.6238199,8,Hexagonal,194,6/mmm,0.435937826,0.435937826,0
Y2Co3Si5,22.9,1.758,10.3,0.5,3,5.619838834,292.5461979,20,Monoclinic,15,2/m,-0.721147299,0,0
ThP2(HO4)2,14.30769231,2.892307692,12.53846154,0,4,3.438602975,1638.021091,104,Orthorhombic,61,mmm,-1.941132356,0.87614024,0.4894
ErZnPt,58.66666667,1.723333333,8.333333333,0.666666667,3,12.53451998,226.6696796,12,Orthorhombic,62,mmm,-0.988830353,0,0
Pd(Br2N)2,28.57142857,2.874285714,15.42857143,0.142857143,3,4.131399582,182.4966944,7,Tetragonal,123,4/mmm,1.043877804,1.341636937,0
VSbO4,17.66666667,2.906666667,14,0.166666667,3,5.700891959,275.7800747,24,Orthorhombic,65,2/m,-2.215008185,0.02012304,0
LiY3,30,1.16,2.5,0.75,2,3.806083413,119.3932618,4,Tetragonal,139,4/mmm,0.193428984,0.193428984,0
Rb2CoO3,20.83333333,2.306666667,9.833333333,0.166666667,3,3.767457177,1469.667138,72,Monoclinic,14,2/m,-1.376532731,0.083140713,0.4699
Ba3SnO,45.2,1.614,7.2,0,3,5.45006005,166.5671127,5,Cubic,221,m-3m,-1.531505142,0,0
YFeNi,31,1.653333333,7,1,3,7.082600446,95.39635267,6,Orthorhombic,74,mmm,-0.191502443,0.082174029,0
B8H10N,3,2.176842105,6.789473684,0,3,0.788311481,931.6754472,76,Monoclinic,14,2/m,0.002884967,0.25315817,0.4762
PrHfO3,31,2.55,11,0.2,3,8.686255886,70.23453716,5,Cubic,221,m-3m,-3.449797213,0.22375294,0
RbMg14Cr,14.3125,1.30125,2.1875,0.0625,3,2.025670647,391.621316,16,Orthorhombic,38,mm2,0.248868222,0.248868222,0
CaAg3,40.25,1.6975,8.75,0.75,2,7.419057293,81.39971715,4,Tetragonal,139,4/mmm,-0.164038766,0.071811945,0
AgSnAu2,63.75,2.2425,11.75,0.75,3,1.077701028,956.0938432,4,Orthorhombic,71,mmm,1.18145408,1.284875025,0
EuUO3,35.8,2.58,10.8,0,3,9.273182759,313.7224264,20,Orthorhombic,62,mmm,-3.48015277,0.019482793,0
CaMg6TiO8,11.125,2.37,9.125,0.0625,4,3.565988252,168.4620105,16,Tetragonal,123,4/mmm,-2.885995127,0.169483709,0.0453
MgTi2(NiO3)2,14.54545455,2.622727273,11.45454545,0.363636364,4,4.864869172,113.8079091,11,Triclinic,2,-1,-2.332949327,0.378406591,0
U,92,1.38,3,0,1,21.26215188,74.35866441,4,Cubic,221,4/mmm,0.16646344,0.16646344,0
Be3Ru,14,1.7275,3.5,0.25,2,5.664593449,37.55360844,4,Tetragonal,139,4/mmm,-0.334430164,0,0
K3Tc,25,1.09,2.5,0.25,2,1.997762363,178.9530121,4,Cubic,225,m-3m,1.195122734,1.195122734,0
Li2Al2Si4O13,9.142857143,2.738095238,13.9047619,0,4,2.09646625,307.4635018,21,Triclinic,1,1,-2.954259111,0.12115687,0.3016
LiMg,7.5,1.145,1.5,0,2,1.233730194,42.05555146,2,Trigonal,166,-3m,-0.022810886,0.029401988,0
Ba2TlAu,68,1.485,7,0.25,3,0.595251772,1885.808471,4,Orthorhombic,71,mmm,0.833346614,1.356520272,0.0187
Cr22WC6,22,1.868275862,7.655172414,0.793103448,3,7.8078557,297.7069798,29,Cubic,225,m-3m,-0.035641516,0.041927087,0
InC4Br7N4,21.625,2.80375,15.5,0,4,2.582221982,2001.775858,64,Monoclinic,13,2/m,0.807439313,1.184686619,0
Ba2SmCoCu2O7,24.23076923,2.516153846,11.53846154,0.230769231,5,6.570219499,182.7378607,13,Orthorhombic,47,mmm,-2.208653908,0.029783515,0
ZnBiO3,27.4,2.798,15,0.2,3,8.051848164,265.9450071,20,Monoclinic,14,2/m,-1.511590225,0.080627896,0.8808
Nd2PdO4,28.28571429,2.605714286,11.42857143,0.142857143,3,6.22817053,244.7023667,14,Cubic,227,m-3m,-2.470746276,0.489105106,0
Sm(GeRu)2,42.8,1.918,9.4,0.4,3,9.170723033,90.13282089,5,Tetragonal,139,4/mmm,-0.662306107,0,0
K2LiTe2,29,1.364,7,0,3,0.169782128,3328.641749,5,Tetragonal,123,4/mmm,-0.12456923,1.01668135,0.0001
LiMn4O8,12.84615385,2.669230769,12.07692308,0.307692308,3,4.512366106,522.0976291,52,Cubic,216,-43m,-1.908730573,0.048668408,0
Eu2NiO4,26.57142857,2.581428571,11.42857143,0.142857143,3,8.034345363,88.17364503,7,Tetragonal,139,4/mmm,-2.524308573,0.284553339,0
Lu4CdNi,60,1.446666667,5.666666667,0.333333333,3,10.26079855,563.8094108,24,Cubic,216,-43m,-0.317050445,0,0.0529
Mg4V5(TeO6)3,15.43333333,2.720333333,12.3,0.166666667,4,4.648986058,730.5941611,60,Monoclinic,15,2/m,-2.278164805,0.134416724,0.2611
Sr(P3Pt2)2,40,2.11,12,0.363636364,3,9.165109679,381.8554842,22,Monoclinic,15,2/m,-0.919962025,0,0.3711
Pd3N,36.25,2.41,11.25,0.75,2,10.03938711,110.2462469,8,Trigonal,167,-3m,0.238673491,0.238673491,0
Y4V6O21,14.90322581,2.803225806,12.19354839,0.322580645,3,4.290682065,771.9000534,62,Monoclinic,12,2/m,-2.783108557,0.198893128,0.1958
Li5Cu5(TeO6)2,15,2.495,11.83333333,0.208333333,4,5.334555328,248.9079443,24,Monoclinic,5,2,-1.504723225,0.084504489,0
MgNi2Sn,29.5,1.7725,9,0.5,3,7.576872558,57.06937244,4,Cubic,225,m-3m,-0.26854904,0,0
CsTiBr3,36.4,2.242,11.2,0.2,3,4.240053185,329.3500476,10,Hexagonal,194,6/mmm,-1.710980318,0,0
ZrNi2Sb,36.75,1.8,9.75,0.75,3,8.681767238,126.3783294,8,Hexagonal,194,6/mmm,-0.60558044,0,0
CaCd,34,1.345,7,0.5,2,4.581056613,55.27413501,2,Cubic,221,m-3m,-0.33554151,0,0
Ti2Ni(PO4)3,11.83333333,2.935555556,14.16666667,0.166666667,4,3.328685616,438.3374011,36,Trigonal,167,-3m,-2.799099419,0.046976809,0.1584
Nd2Si3Pd,34.66666667,1.696666667,9.666666667,0.166666667,3,6.331338795,502.6834009,24,Hexagonal,191,6/mmm,-0.970917947,0,0
Ba4Pr4Co8O23,22.05128205,2.621538462,11.79487179,0.205128205,4,6.673593369,485.7983228,39,Tetragonal,123,4/mmm,-2.237808099,0.065419947,0
CaTi4(PdO4)3,17.1,2.752,12,0.35,4,5.674537651,217.3650968,20,Cubic,204,m-3,-2.598600925,0.111972695,0.5335
CsAg7S4,37.33333333,2.051666667,11.83333333,0.583333333,3,6.34388749,1064.023257,48,Tetragonal,85,4/m,-0.31471014,0,0.4964
Y4Mn13Si2(SbO14)2,17.04081633,2.637755102,12.42857143,0.346938776,5,4.535543892,665.4145232,49,Monoclinic,12,2/m,-2.504528097,0.100688802,0.9658
K2Mg(SeO7)2,12.10526316,2.958421053,13.68421053,0,4,2.629093494,611.9120866,38,Monoclinic,14,2/m,-0.639139082,0.615778651,0.0125
U2MoO8,26.36363636,2.949090909,12.72727273,0.090909091,3,7.094054469,655.4027805,44,Triclinic,1,1,-3.115162841,0.063209893,0.0199
NdCoC2,24.75,2.03,10,0.25,3,7.301946278,103.3337709,8,Monoclinic,9,m,-0.317720179,0,0
LaNi5P3,26.88888889,1.913333333,10.88888889,0.666666667,3,7.254208073,240.4868442,18,Orthorhombic,63,mmm,-0.810871031,0,0
LiMnP2O7,10.36363636,2.817272727,13.63636364,0.090909091,4,3.134486713,499.721061,44,Monoclinic,11,2/m,-2.530397824,0.034927046,0
FeH2(CO3)2,8,2.906363636,12.18181818,0.090909091,4,2.09355937,564.3489293,44,Monoclinic,14,2/m,-0.855994723,0.788813486,0.0136
MnCrN2,15.75,2.3225,10.75,0.5,3,6.703104498,33.43013233,4,Trigonal,160,3m,-0.283611427,0.254288275,0
YTmRu2,49,1.7175,5.5,0.75,3,10.03488222,76.11597651,4,Cubic,225,m-3m,-0.332661818,0.02139641,0
AlPd5I2,43.625,2.24125,12.125,0.625,3,8.009002168,168.5398965,8,Tetragonal,139,4/mmm,-0.524211835,0,0
Li2VCrS4,14.625,1.94625,9.625,0.25,4,3.20255194,127.0749883,8,Monoclinic,12,2/m,-1.287338302,0.03367092,0
CaMn7O8,16.1875,2.460625,11.1875,0.4375,3,4.890491669,187.6456533,16,Monoclinic,12,2/m,-2.112171956,0.079579014,0.5139
Zn4AgN3,23.5,2.20625,13,0.625,3,5.987579115,456.5131676,32,Triclinic,1,1,0.187988769,0.223757772,0
Sr2YCu2BiO7,24,2.54,12,0.230769231,5,6.370551667,371.2894317,26,Orthorhombic,46,mm2,-2.316982403,0.043183517,0
Nb5V(FeSe10)2,34.28571429,2.296071429,13.07142857,0.285714286,4,5.865583513,624.61861,28,Monoclinic,6,m,-0.931574048,0.0234565,0
USi3Ni2,31.66666667,1.816666667,10.83333333,0.333333333,3,8.186835062,178.3577843,12,Tetragonal,139,4/mmm,-0.467651432,0.023751209,0
SrZnSbF,32,2.1575,11.5,0.25,4,5.429939079,179.6872684,8,Tetragonal,129,4/mmm,-1.93035469,0.004579404,0
Na3Pd,19.75,1.2475,3.25,0.25,2,3.186432873,91.40026139,4,Cubic,225,m-3m,0.017986993,0.017986993,0
DyPt,72,1.75,6.5,0.5,2,13.61645131,174.4308228,8,Orthorhombic,62,mmm,-1.412515318,0,0
Y5Sb3,43.5,1.53125,7.5,0.625,2,6.074493923,442.7430213,16,Hexagonal,193,6/mmm,-1.083900907,0,0
Si3Ru2,26,2.02,11.6,0.4,2,6.915456485,275.0780532,20,Tetragonal,116,-42m,-0.592158751,0.027197928,0.3774
Ce2Bi,66.33333333,1.42,7,0,2,8.264244149,196.5954266,6,Tetragonal,139,4/mmm,-0.80249299,0,0
YMg14CO16,10.65625,2.4109375,9.40625,0.03125,4,3.546998003,326.3857383,32,Orthorhombic,47,mmm,-2.705386286,0.309948724,0
HfCrAgS4,29.57142857,2.172857143,12.14285714,0.428571429,4,5.609903749,1104.947691,56,Orthorhombic,29,mm2,-1.005286191,0.230735769,0
DyInIr,64,1.733333333,8.333333333,0.333333333,3,12.29146388,190.2982146,9,Hexagonal,189,-6m2,-0.700099694,0,0
VP2H8(NO4)2,6.619047619,2.724285714,9.571428571,0.047619048,5,2.229532127,412.5572303,42,Tetragonal,100,4mm,-1.631743525,0.056236928,0
Li3Mn3NiO8,11.73333333,2.468,10.8,0.266666667,4,4.239723945,145.825869,15,Triclinic,2,-1,-1.97177876,0.032722157,0.4597
LiNdTi4O12,13.72222222,2.753333333,11.77777778,0.222222222,4,3.818644796,232.4900492,18,Tetragonal,123,4/mmm,-2.884254594,0.2182479,0
Dy(SiNi5)2,28.76923077,1.855384615,10.07692308,0.769230769,3,8.839436048,302.6750954,26,Tetragonal,129,4/mmm,-0.440629857,0,0
Ce2(PdRh)3,48.625,1.96,7.875,0.75,3,10.738264,140.4431569,8,Orthorhombic,47,mmm,-0.715423498,0.023800776,0
Tc,43,1.9,7,1,1,11.41849302,28.503381,2,Hexagonal,194,6/mmm,0,0,0
Cs2NaUBr6,42.3,2.165,10.8,0,4,4.186866712,1596.347343,40,Cubic,205,m-3,-1.886015627,0.016130851,0.1882
Li6IrN4,11.18181818,1.84,6.818181818,0.090909091,3,4.338291588,221.918388,22,Tetragonal,137,4/mmm,-0.404957845,0,0
Li(CoO2)4,13.46153846,2.770769231,12.69230769,0.307692308,3,4.653642491,264.528409,26,Trigonal,166,-3m,-1.255652884,0.050496709,0
Np3Cu,77,1.495,5,0.25,2,19.28616448,66.68842285,4,Cubic,225,m-3m,0.315725108,0.315725108,0
Ca3CuIrO6,19.45454545,2.521818182,11.09090909,0.181818182,4,5.632348202,278.3078928,22,Monoclinic,15,2/m,-2.299731175,0.035880281,0
LuInAu,66.33333333,1.863333333,9,0.333333333,3,12.36845763,196.0478874,9,Hexagonal,189,-6m2,-0.82962473,0,0
LiMg14Sn,13.8125,1.33,2.6875,0,3,2.132411984,362.8192057,16,Hexagonal,187,-6m2,-0.006929491,0.051417129,0
NdCrO5,17.71428571,2.857142857,12.71428571,0.142857143,3,4.305743444,852.2554696,56,Monoclinic,14,2/m,-2.286743176,0.060846915,0.5064
CdCu2Sn3S8,27.42857143,2.286428571,14.57142857,0.214285714,4,4.726815341,299.3629421,14,Trigonal,166,-3m,-0.660444638,0.017927309,0.1872
V(MoS2)2,24.42857143,2.324285714,11.57142857,0.428571429,3,5.417967946,113.7318149,7,Monoclinic,12,2/m,-1.041181169,0.098384026,0
PrSi2Ag,33.5,1.715,10.5,0.25,3,6.355675614,159.3461304,8,Orthorhombic,63,mmm,-0.508420735,0,0
CrO,16,2.55,11,0.5,2,5.121741419,22.04507703,2,Cubic,225,m-3m,-1.604642903,0.367513572,0
SnS,33,2.27,15,0,2,5.104741191,49.04612563,2,Cubic,225,m-3m,-0.380455131,0.091625984,0.0894
Mg2V3FeS8,17.64285714,2.141428571,11.07142857,0.285714286,4,3.28856641,259.4395355,14,Trigonal,166,-3m,-1.147725926,0.187262755,0
Y6FeSb2,40.22222222,1.472222222,6.222222222,0.777777778,3,5.574797416,248.0623057,9,Orthorhombic,38,mm2,-0.627310478,0.015001171,0
Li5Fe2Ni3O10,11.55,2.4345,10.55,0.25,4,4.474938488,179.032395,20,Triclinic,2,-1,-1.659332496,0.017436983,0
Ba8Co7O19,23.20588235,2.518823529,11.26470588,0.205882353,3,5.603844031,1075.727956,68,Triclinic,1,1,-2.06717356,0.075242211,0.5323
Cu2ClO3,16.5,2.88,14.5,0.333333333,3,4.130846927,169.270474,12,Monoclinic,11,2/m,-0.679317578,0.1171907,0
MnCo2Si,23.25,1.8025,9.75,0.75,3,7.369236101,45.26732222,4,Tetragonal,123,4/mmm,-0.310568414,0.11379898,0
LuCuSn,50,1.71,9.333333333,0.333333333,3,9.72131374,122.0375688,6,Hexagonal,186,6mm,-0.629942449,0,0
Mg6ZrNb,19.125,1.34875,2.625,0.25,3,3.179922217,344.607235,16,Orthorhombic,38,mm2,0.208341135,0.208341135,0
SrNdEuSbO6,26,2.598,11.9,0,5,6.488889028,615.7917466,40,Orthorhombic,48,mmm,-2.969336821,0.103026951,0.0105
YbPa3,85.75,1.4,3,0,2,14.18126648,101.4205604,4,Cubic,221,m-3m,0.130793464,0.130793464,0
Li2MnN2,9,1.918,7.8,0.2,3,3.193757544,151.0406311,15,Monoclinic,12,2/m,-0.496928476,0.109664566,0
Ce4CoS7,30.91666667,2.035,11.08333333,0.083333333,3,5.022423782,557.9973323,24,Monoclinic,4,2,-1.952495428,0.103805578,0
Hf3GeMo8,48.66666667,1.9325,6.166666667,0.916666667,3,10.68212525,213.8420307,12,Trigonal,156,3m,-0.010173623,0.226997126,0
SrLaZnRuO6,21.7,2.654,12.1,0.3,5,6.349804529,255.7574944,20,Monoclinic,7,m,-2.466147475,0.056440625,0.4717
Rh2(CN2)3,13.63636364,2.768181818,13.63636364,0.181818182,3,4.082581707,132.5489579,11,Monoclinic,12,2/m,0.262271498,0.262271498,0
TaB2Mo,31.25,1.935,9.25,0.5,3,11.49699838,43.11449834,4,Orthorhombic,38,mm2,-0.697267371,0,0
MgAlSbO4,15.42857143,2.675714286,13.42857143,0,4,4.68227505,84.06619612,7,Monoclinic,3,2,-2.371845798,0.396255936,0.3162
Ba4Bi2O,56.85714286,1.577142857,7.714285714,0,3,6.053607445,269.7160782,7,Tetragonal,107,4mm,-1.518546462,0,0.2841
Mn3Cu2Ni(PO4)6,12.30555556,2.946111111,14.63888889,0.166666667,5,3.495771767,437.2156615,36,Trigonal,146,3,-2.125205874,0.066443664,0
AgGeO3,20.6,2.852,14.6,0.2,3,6.669478851,113.7851435,10,Orthorhombic,51,mmm,-1.309913022,0.161109082,0
SrCa7Ti3Mn5O22,14.34210526,2.526315789,10.92105263,0.210526316,5,4.029655191,469.1296622,38,Triclinic,1,1,-2.895197313,0.09141968,0
Fe2NiSe4,30.85714286,2.252857143,12.85714286,0.428571429,3,6.979775246,115.6760672,7,Monoclinic,8,m,-0.508278737,0.080640899,0
Li2MnCo3O8,12.57142857,2.619285714,11.71428571,0.285714286,4,4.636425939,535.2416101,56,Monoclinic,5,2,-1.673545007,0,0
Mn14Sb13,37.51851852,1.790740741,10.85185185,0.518518519,2,7.362160705,1060.995274,54,Monoclinic,15,2/m,-0.279376073,0.014414121,0
Be2PdAu,33.25,1.97,6.25,0.5,3,0.940900069,567.239209,4,Orthorhombic,71,mmm,1.595966,1.965316707,0
K4Nb11Al2O20F,19,2.549473684,11.10526316,0.289473684,5,5.123365503,509.2797671,38,Tetragonal,139,4/mmm,-2.754130073,0,0.6849
Dy5(ReO6)2,30.31578947,2.693684211,11.63157895,0.105263158,3,9.192481784,497.4516319,38,Monoclinic,12,2/m,-3.3544302,0.000240527,0
Hf3Ta,72.25,1.35,4.25,1,2,13.90020637,85.58433206,4,Cubic,221,m-3m,0.14822775,0.14822775,0
HoErRh2,56.25,1.7575,6,0.5,3,11.5786185,77.15692071,4,Cubic,225,m-3m,-0.918561026,0.0085593,0
Ta2TcOs,66.25,1.775,6.25,1,3,16.90790186,63.84939018,4,Cubic,225,m-3m,-0.484535434,0,0
ThURe4,80.33333333,1.713333333,5.666666667,0.666666667,3,17.68372708,228.1623722,12,Trigonal,164,-3m,-0.004061187,0.05121566,0
Na34Cd6Ga92Cu7,26.74100719,1.594100719,9.920863309,0.09352518,4,4.757878698,2902.16306,139,Trigonal,160,3m,-0.124215545,0.020092654,0.156
UFeB4,23,1.895,10.5,0.166666667,3,9.924589227,225.6204048,24,Orthorhombic,55,mmm,-0.542065207,0,0
In2HgS4,34.57142857,2.268571429,14.57142857,0.142857143,3,5.648418624,328.3707823,14,Cubic,227,m-3m,-0.731687102,0,0.3467
Na2MoAuF6,19.7,3.044,12.1,0.2,4,4.165110024,180.5520528,10,Cubic,225,m-3m,-2.223017426,0.344549581,0.9192
Li6Fe5O12,10.60869565,2.44826087,10.34782609,0.217391304,3,3.855691726,441.7523165,46,Triclinic,1,1,-1.785514037,0.059596636,0.1416
EuZnAu,57.33333333,1.796666667,8.666666667,0.666666667,3,10.28301266,267.6363685,12,Orthorhombic,62,mmm,-0.623112363,0,0
EuPd2,51.66666667,1.866666667,7.666666667,0.666666667,2,8.354142606,72.51148589,3,Tetragonal,139,4/mmm,-0.437736762,0.312635527,0
TiFe3Cu2(PO4)6,12.22222222,2.959166667,14.55555556,0.166666667,5,3.387710578,447.1889121,36,Trigonal,146,3,-2.311330955,0.061513408,0
NdS,38,1.86,9.5,0,2,6.150315872,47.60156507,2,Cubic,225,m-3m,-2.297067545,0,0
KFe11O17,15.20689655,2.738965517,12.44827586,0.379310345,3,4.110097262,747.7364603,58,Monoclinic,15,2/m,-1.154410019,0.55609728,0
Yb3Sm,68,1.1175,3,0,2,8.991829271,247.2684169,8,Hexagonal,194,6/mmm,-0.00541658,0,0
Li4Ti2Co3Ni3O16,12.46428571,2.621785714,11.60714286,0.285714286,5,4.462857654,272.4993886,28,Monoclinic,8,m,-1.867746863,0.04699333,0
Mg2NbN3,14.33333333,2.223333333,9,0.166666667,3,4.748894119,128.353881,12,Monoclinic,12,2/m,-1.12580552,0.029718462,0.9133
DyTlPd,64.33333333,1.68,8.666666667,0.333333333,3,11.89663296,198.1918639,9,Hexagonal,189,-6m2,-0.732270893,0,0
NiPbO3,26.8,2.912,14.4,0.2,3,8.861971356,117.6328028,10,Trigonal,161,3m,-1.289322197,0,0
Y2AgRu,42.25,1.6425,6.25,1,3,7.504637707,85.57552583,4,Cubic,225,m-3m,-0.32175,0,0
NbS2,24.33333333,2.253333333,12.33333333,0.333333333,2,4.192022793,62.20506345,3,Trigonal,164,-3m,-1.30552271,0.04301783,0
UNiGe,50.66666667,1.766666667,9,0.333333333,3,11.74395414,208.9042713,12,Orthorhombic,62,mmm,-0.381822907,0,0
CeAlAu,50,1.756666667,9,0.333333333,3,9.023372787,133.9948349,6,Hexagonal,194,6/mmm,-0.614245585,0.046035146,0
CsBa3,55.75,0.865,1.75,0,2,3.178287373,284.6832693,4,Cubic,225,m-3m,0.165976478,0.165976478,0
Lu6InCo2,58.77777778,1.462222222,5.444444444,0.222222222,3,10.21568094,416.9313364,18,Orthorhombic,71,mmm,-0.303543466,0,0
Li3Fe4(P2O7)4,10.62790698,2.886046512,14.02325581,0.093023256,4,2.990596301,1043.850259,86,Triclinic,1,1,-2.388714686,0.088432872,0
NpSnO3,33.4,2.728,13,0,3,9.315640124,71.9621227,5,Cubic,221,m-3m,-1.991661788,0.820941681,0
